product_id,item_name,item_image,sort_order
UVC-G5-Dome-Ultra-B/W,Device,/images/dcs-box.png,0
UVC-G5-Dome-Ultra-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-G5-Dome-Ultra-B/W,Power Cable,/images/dcs-box.png,2
UVC-G5-Dome-Ultra-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-MS-4-B/W,Device,/images/dcs-box.png,0
UVC-AI-MS-4-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-MS-4-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-MS-4-B/W,Quick Start,/images/dcs-box.png,3
UVC-G6-Pro-Bullet-B/W,Device,/images/dcs-box.png,0
UVC-G6-Pro-Bullet-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Pro-Bullet-B/W,Power Cable,/images/dcs-box.png,2
UVC-G6-Pro-Bullet-B/W,Quick Start,/images/dcs-box.png,3
UVC-G6-Bullet-B/W,Device,/images/dcs-box.png,0
UVC-G6-Bullet-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Bullet-B/W,Power Cable,/images/dcs-box.png,2
UVC-G6-Bullet-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-LPR-B/W,Device,/images/dcs-box.png,0
UVC-AI-LPR-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-LPR-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-LPR-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-DSLR-B/W,Device,/images/dcs-box.png,0
UVC-AI-DSLR-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-DSLR-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-DSLR-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-Pro-B/W,Device,/images/dcs-box.png,0
UVC-AI-Pro-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-Pro-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-Pro-B/W,Quick Start,/images/dcs-box.png,3
UVC-G5-Pro,Device,/images/dcs-box.png,0
UVC-G5-Pro,Mounting Kit,/images/dcs-box.png,1
UVC-G5-Pro,Power Cable,/images/dcs-box.png,2
UVC-G5-Pro,Quick Start,/images/dcs-box.png,3
UVC-G5-Bullet,Device,/images/dcs-box.png,0
UVC-G5-Bullet,Mounting Kit,/images/dcs-box.png,1
UVC-G5-Bullet,Power Cable,/images/dcs-box.png,2
UVC-G5-Bullet,Quick Start,/images/dcs-box.png,3
UVC-G6-INS-W,Device,/images/dcs-box.png,0
UVC-G6-INS-W,Mounting Kit,/images/dcs-box.png,1
UVC-G6-INS-W,Power Cable,/images/dcs-box.png,2
UVC-G6-INS-W,Quick Start,/images/dcs-box.png,3
UVC-AI-Theta-Pro-W,Device,/images/dcs-box.png,0
UVC-AI-Theta-Pro-W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-Theta-Pro-W,Power Cable,/images/dcs-box.png,2
UVC-AI-Theta-Pro-W,Quick Start,/images/dcs-box.png,3
UVC-G5-Flex,Device,/images/dcs-box.png,0
UVC-G5-Flex,Mounting Kit,/images/dcs-box.png,1
UVC-G5-Flex,Power Cable,/images/dcs-box.png,2
UVC-G5-Flex,Quick Start,/images/dcs-box.png,3
UVC-G4-INS,Device,/images/dcs-box.png,0
UVC-G4-INS,Mounting Kit,/images/dcs-box.png,1
UVC-G4-INS,Power Cable,/images/dcs-box.png,2
UVC-G4-INS,Quick Start,/images/dcs-box.png,3
UVC-AI-Theta-Audio,Device,/images/dcs-box.png,0
UVC-AI-Theta-Audio,Mounting Kit,/images/dcs-box.png,1
UVC-AI-Theta-Audio,Power Cable,/images/dcs-box.png,2
UVC-AI-Theta-Audio,Quick Start,/images/dcs-box.png,3
UVC-AI-Theta-ProLens50,Device,/images/dcs-box.png,0
UVC-AI-Theta-ProLens50,Mounting Kit,/images/dcs-box.png,1
UVC-AI-Theta-ProLens50,Power Cable,/images/dcs-box.png,2
UVC-AI-Theta-ProLens50,Quick Start,/images/dcs-box.png,3
UVC-G6-PTZ-B/W,Device,/images/dcs-box.png,0
UVC-G6-PTZ-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-G6-PTZ-B/W,Power Cable,/images/dcs-box.png,2
UVC-G6-PTZ-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-PTZ-B/W,Device,/images/dcs-box.png,0
UVC-AI-PTZ-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-PTZ-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-PTZ-B/W,Quick Start,/images/dcs-box.png,3
UVC-AI-PTZ-Precision-B/W,Device,/images/dcs-box.png,0
UVC-AI-PTZ-Precision-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-AI-PTZ-Precision-B/W,Power Cable,/images/dcs-box.png,2
UVC-AI-PTZ-Precision-B/W,Quick Start,/images/dcs-box.png,3
UVC-G5-PTZ-B/W,Device,/images/dcs-box.png,0
UVC-G5-PTZ-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-G5-PTZ-B/W,Power Cable,/images/dcs-box.png,2
UVC-G5-PTZ-B/W,Quick Start,/images/dcs-box.png,3
UVC-4-Doorbell-Pro-PoE-Kit-B/W,Device,/images/dcs-box.png,0
UVC-4-Doorbell-Pro-PoE-Kit-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-4-Doorbell-Pro-PoE-Kit-B/W,Power Cable,/images/dcs-box.png,2
UVC-4-Doorbell-Pro-PoE-Kit-B/W,Quick Start,/images/dcs-box.png,3
UVC-4-Doorbell-Pro-B/W,Device,/images/dcs-box.png,0
UVC-4-Doorbell-Pro-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-4-Doorbell-Pro-B/W,Power Cable,/images/dcs-box.png,2
UVC-4-Doorbell-Pro-B/W,Quick Start,/images/dcs-box.png,3
UVC-Doorbell-B/W,Device,/images/dcs-box.png,0
UVC-Doorbell-B/W,Mounting Kit,/images/dcs-box.png,1
UVC-Doorbell-B/W,Power Cable,/images/dcs-box.png,2
UVC-Doorbell-B/W,Quick Start,/images/dcs-box.png,3
UVC-Chime-PoE,Device,/images/dcs-box.png,0
UVC-Chime-PoE,Mounting Kit,/images/dcs-box.png,1
UVC-Chime-PoE,Power Cable,/images/dcs-box.png,2
UVC-Chime-PoE,Quick Start,/images/dcs-box.png,3
UVC-Chime,Device,/images/dcs-box.png,0
UVC-Chime,Mounting Kit,/images/dcs-box.png,1
UVC-Chime,Power Cable,/images/dcs-box.png,2
UVC-Chime,Quick Start,/images/dcs-box.png,3
USL-Gateway,Device,/images/dcs-box.png,0
USL-Gateway,Mounting Kit,/images/dcs-box.png,1
USL-Gateway,Power Cable,/images/dcs-box.png,2
USL-Gateway,Quick Start,/images/dcs-box.png,3
USL-Entry,Device,/images/dcs-box.png,0
USL-Entry,Mounting Kit,/images/dcs-box.png,1
USL-Entry,Power Cable,/images/dcs-box.png,2
USL-Entry,Quick Start,/images/dcs-box.png,3
USL-Motion,Device,/images/dcs-box.png,0
USL-Motion,Mounting Kit,/images/dcs-box.png,1
USL-Motion,Power Cable,/images/dcs-box.png,2
USL-Motion,Quick Start,/images/dcs-box.png,3
USL-Siren,Device,/images/dcs-box.png,0
USL-Siren,Mounting Kit,/images/dcs-box.png,1
USL-Siren,Power Cable,/images/dcs-box.png,2
USL-Siren,Quick Start,/images/dcs-box.png,3
USL-Siren-PoE,Device,/images/dcs-box.png,0
USL-Siren-PoE,Mounting Kit,/images/dcs-box.png,1
USL-Siren-PoE,Power Cable,/images/dcs-box.png,2
USL-Siren-PoE,Quick Start,/images/dcs-box.png,3
USL-Environmental,Device,/images/dcs-box.png,0
USL-Environmental,Mounting Kit,/images/dcs-box.png,1
USL-Environmental,Power Cable,/images/dcs-box.png,2
USL-Environmental,Quick Start,/images/dcs-box.png,3
UP-Sense,Device,/images/dcs-box.png,0
UP-Sense,Mounting Kit,/images/dcs-box.png,1
UP-Sense,Power Cable,/images/dcs-box.png,2
UP-Sense,Quick Start,/images/dcs-box.png,3
USL-GlassBreak,Device,/images/dcs-box.png,0
USL-GlassBreak,Mounting Kit,/images/dcs-box.png,1
USL-GlassBreak,Power Cable,/images/dcs-box.png,2
USL-GlassBreak,Quick Start,/images/dcs-box.png,3
UACC-USL-ANT-HG,Device,/images/dcs-box.png,0
UACC-USL-ANT-HG,Mounting Kit,/images/dcs-box.png,1
UACC-USL-ANT-HG,Power Cable,/images/dcs-box.png,2
UACC-USL-ANT-HG,Quick Start,/images/dcs-box.png,3
UP-AI-Horn-Speaker-B/W,Device,/images/dcs-box.png,0
UP-AI-Horn-Speaker-B/W,Mounting Kit,/images/dcs-box.png,1
UP-AI-Horn-Speaker-B/W,Power Cable,/images/dcs-box.png,2
UP-AI-Horn-Speaker-B/W,Quick Start,/images/dcs-box.png,3
UP-FloodLight,Device,/images/dcs-box.png,0
UP-FloodLight,Mounting Kit,/images/dcs-box.png,1
UP-FloodLight,Power Cable,/images/dcs-box.png,2
UP-FloodLight,Quick Start,/images/dcs-box.png,3
UACC-Adapter-PoE-USBC,Device,/images/dcs-box.png,0
UACC-Adapter-PoE-USBC,Mounting Kit,/images/dcs-box.png,1
UACC-Adapter-PoE-USBC,Power Cable,/images/dcs-box.png,2
UACC-Adapter-PoE-USBC,Quick Start,/images/dcs-box.png,3
UACC-Camera-CJB-B/W,Device,/images/dcs-box.png,0
UACC-Camera-CJB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Camera-CJB-B/W,Power Cable,/images/dcs-box.png,2
UACC-Camera-CJB-B/W,Quick Start,/images/dcs-box.png,3
UACC-Camera-CJB-B/W,Device,/images/dcs-box.png,0
UACC-Camera-CJB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Camera-CJB-B/W,Power Cable,/images/dcs-box.png,2
UACC-Camera-CJB-B/W,Quick Start,/images/dcs-box.png,3
UACC-Camera-JB-B/W,Device,/images/dcs-box.png,0
UACC-Camera-JB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Camera-JB-B/W,Power Cable,/images/dcs-box.png,2
UACC-Camera-JB-B/W,Quick Start,/images/dcs-box.png,3
UACC-AI-JB-B/W,Device,/images/dcs-box.png,0
UACC-AI-JB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-AI-JB-B/W,Power Cable,/images/dcs-box.png,2
UACC-AI-JB-B/W,Quick Start,/images/dcs-box.png,3
UACC-G4-Dome-Arm-Mount,Device,/images/dcs-box.png,0
UACC-G4-Dome-Arm-Mount,Mounting Kit,/images/dcs-box.png,1
UACC-G4-Dome-Arm-Mount,Power Cable,/images/dcs-box.png,2
UACC-G4-Dome-Arm-Mount,Quick Start,/images/dcs-box.png,3
UACC-Camera-AM-B,Device,/images/dcs-box.png,0
UACC-Camera-AM-B,Mounting Kit,/images/dcs-box.png,1
UACC-Camera-AM-B,Power Cable,/images/dcs-box.png,2
UACC-Camera-AM-B,Quick Start,/images/dcs-box.png,3
UACC-Bullet-AB-B,Device,/images/dcs-box.png,0
UACC-Bullet-AB-B,Mounting Kit,/images/dcs-box.png,1
UACC-Bullet-AB-B,Power Cable,/images/dcs-box.png,2
UACC-Bullet-AB-B,Quick Start,/images/dcs-box.png,3
UACC-Pro-Bullet-Enhancer-B/W,Device,/images/dcs-box.png,0
UACC-Pro-Bullet-Enhancer-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Pro-Bullet-Enhancer-B/W,Power Cable,/images/dcs-box.png,2
UACC-Pro-Bullet-Enhancer-B/W,Quick Start,/images/dcs-box.png,3
UACC-AI-Pro-Enhancer-B/W,Device,/images/dcs-box.png,0
UACC-AI-Pro-Enhancer-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-AI-Pro-Enhancer-B/W,Power Cable,/images/dcs-box.png,2
UACC-AI-Pro-Enhancer-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-Enhancer,Device,/images/dcs-box.png,0
UACC-G5-Enhancer,Mounting Kit,/images/dcs-box.png,1
UACC-G5-Enhancer,Power Cable,/images/dcs-box.png,2
UACC-G5-Enhancer,Quick Start,/images/dcs-box.png,3
UVC-G4-IRExtender,Device,/images/dcs-box.png,0
UVC-G4-IRExtender,Mounting Kit,/images/dcs-box.png,1
UVC-G4-IRExtender,Power Cable,/images/dcs-box.png,2
UVC-G4-IRExtender,Quick Start,/images/dcs-box.png,3
UACC-Camera-DM-B/W,Device,/images/dcs-box.png,0
UACC-Camera-DM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Camera-DM-B/W,Power Cable,/images/dcs-box.png,2
UACC-Camera-DM-B/W,Quick Start,/images/dcs-box.png,3
UACC-GB-Plate-B/W,Device,/images/dcs-box.png,0
UACC-GB-Plate-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-GB-Plate-B/W,Power Cable,/images/dcs-box.png,2
UACC-GB-Plate-B/W,Quick Start,/images/dcs-box.png,3
UACC-Dome-FM-B/W,Device,/images/dcs-box.png,0
UACC-Dome-FM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Dome-FM-B/W,Power Cable,/images/dcs-box.png,2
UACC-Dome-FM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-Pro-360-FM-B/W,Device,/images/dcs-box.png,0
UACC-G6-Pro-360-FM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-Pro-360-FM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-Pro-360-FM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-Dome-FM-B/W,Device,/images/dcs-box.png,0
UACC-G6-Dome-FM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-Dome-FM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-Dome-FM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-Dome-FMS-B/W,Device,/images/dcs-box.png,0
UACC-G6-Dome-FMS-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-Dome-FMS-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-Dome-FMS-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-Dome-Ultra-FM-B/W,Device,/images/dcs-box.png,0
UACC-G5-Dome-Ultra-FM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-Dome-Ultra-FM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-Dome-Ultra-FM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-Dome-Ultra-FM-SB-B/W,Device,/images/dcs-box.png,0
UACC-G5-Dome-Ultra-FM-SB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-Dome-Ultra-FM-SB-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-Dome-Ultra-FM-SB-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-Dome-WS-B/W,Device,/images/dcs-box.png,0
UACC-G6-Dome-WS-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-Dome-WS-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-Dome-WS-B/W,Quick Start,/images/dcs-box.png,3
UACC-Dome-WS-B/W,Device,/images/dcs-box.png,0
UACC-Dome-WS-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Dome-WS-B/W,Power Cable,/images/dcs-box.png,2
UACC-Dome-WS-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-180-FM-B/W,Device,/images/dcs-box.png,0
UACC-G6-180-FM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-180-FM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-180-FM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-180-PM-B/W,Device,/images/dcs-box.png,0
UACC-G6-180-PM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-180-PM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-180-PM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-PTZ-CM-B/W,Device,/images/dcs-box.png,0
UACC-G5-PTZ-CM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-PTZ-CM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-PTZ-CM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-PTZ-PM-B/W,Device,/images/dcs-box.png,0
UACC-G5-PTZ-PM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-PTZ-PM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-PTZ-PM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-PTZ-SM-B/W,Device,/images/dcs-box.png,0
UACC-G5-PTZ-SM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-PTZ-SM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-PTZ-SM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-PTZ-ICM-SB-B/W,Device,/images/dcs-box.png,0
UACC-G5-PTZ-ICM-SB-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-PTZ-ICM-SB-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-PTZ-ICM-SB-B/W,Quick Start,/images/dcs-box.png,3
UACC-G6-PTZ-ICM-B/W,Device,/images/dcs-box.png,0
UACC-G6-PTZ-ICM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G6-PTZ-ICM-B/W,Power Cable,/images/dcs-box.png,2
UACC-G6-PTZ-ICM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G5-PTZ-CA-B/W,Device,/images/dcs-box.png,0
UACC-G5-PTZ-CA-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G5-PTZ-CA-B/W,Power Cable,/images/dcs-box.png,2
UACC-G5-PTZ-CA-B/W,Quick Start,/images/dcs-box.png,3
UACC-Flex-Cam-PWM-B/W,Device,/images/dcs-box.png,0
UACC-Flex-Cam-PWM-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-Flex-Cam-PWM-B/W,Power Cable,/images/dcs-box.png,2
UACC-Flex-Cam-PWM-B/W,Quick Start,/images/dcs-box.png,3
UACC-G4 Doorbell Pro PoE-Gang Box-White-B/W,Device,/images/dcs-box.png,0
UACC-G4 Doorbell Pro PoE-Gang Box-White-B/W,Mounting Kit,/images/dcs-box.png,1
UACC-G4 Doorbell Pro PoE-Gang Box-White-B/W,Power Cable,/images/dcs-box.png,2
UACC-G4 Doorbell Pro PoE-Gang Box-White-B/W,Quick Start,/images/dcs-box.png,3
UACC-G4-DBP-Cable-USB-7M,Device,/images/dcs-box.png,0
UACC-G4-DBP-Cable-USB-7M,Mounting Kit,/images/dcs-box.png,1
UACC-G4-DBP-Cable-USB-7M,Power Cable,/images/dcs-box.png,2
UACC-G4-DBP-Cable-USB-7M,Quick Start,/images/dcs-box.png,3
UACC-G4-INS-Cable-USB-4.5M,Device,/images/dcs-box.png,0
UACC-G4-INS-Cable-USB-4.5M,Mounting Kit,/images/dcs-box.png,1
UACC-G4-INS-Cable-USB-4.5M,Power Cable,/images/dcs-box.png,2
UACC-G4-INS-Cable-USB-4.5M,Quick Start,/images/dcs-box.png,3
UACC-G4-INS-Cover-DG/G/LG,Device,/images/dcs-box.png,0
UACC-G4-INS-Cover-DG/G/LG,Mounting Kit,/images/dcs-box.png,1
UACC-G4-INS-Cover-DG/G/LG,Power Cable,/images/dcs-box.png,2
UACC-G4-INS-Cover-DG/G/LG,Quick Start,/images/dcs-box.png,3
UACC-AI-Theta-Audio-Cable-1M,Device,/images/dcs-box.png,0
UACC-AI-Theta-Audio-Cable-1M,Mounting Kit,/images/dcs-box.png,1
UACC-AI-Theta-Audio-Cable-1M,Power Cable,/images/dcs-box.png,2
UACC-AI-Theta-Audio-Cable-1M,Quick Start,/images/dcs-box.png,3
UACC-AI-Theta-Audio-Cable-Ext-10M,Device,/images/dcs-box.png,0
UACC-AI-Theta-Audio-Cable-Ext-10M,Mounting Kit,/images/dcs-box.png,1
UACC-AI-Theta-Audio-Cable-Ext-10M,Power Cable,/images/dcs-box.png,2
UACC-AI-Theta-Audio-Cable-Ext-10M,Quick Start,/images/dcs-box.png,3
efg,Device,/images/dcs-box.png,0
efg,Mounting Kit,/images/dcs-box.png,1
efg,Power Cable,/images/dcs-box.png,2
efg,Quick Start,/images/dcs-box.png,3
udm-pro-max,Device,/images/dcs-box.png,0
udm-pro-max,Mounting Kit,/images/dcs-box.png,1
udm-pro-max,Power Cable,/images/dcs-box.png,2
udm-pro-max,Quick Start,/images/dcs-box.png,3
udm-pro,Device,/images/dcs-box.png,0
udm-pro,Mounting Kit,/images/dcs-box.png,1
udm-pro,Power Cable,/images/dcs-box.png,2
udm-pro,Quick Start,/images/dcs-box.png,3
udm-se,Device,/images/dcs-box.png,0
udm-se,Mounting Kit,/images/dcs-box.png,1
udm-se,Power Cable,/images/dcs-box.png,2
udm-se,Quick Start,/images/dcs-box.png,3
ucg-fiber,Device,/images/dcs-box.png,0
ucg-fiber,Mounting Kit,/images/dcs-box.png,1
ucg-fiber,Power Cable,/images/dcs-box.png,2
ucg-fiber,Quick Start,/images/dcs-box.png,3
ucg-max,Device,/images/dcs-box.png,0
ucg-max,Mounting Kit,/images/dcs-box.png,1
ucg-max,Power Cable,/images/dcs-box.png,2
ucg-max,Quick Start,/images/dcs-box.png,3
ucg-ultra,Device,/images/dcs-box.png,0
ucg-ultra,Mounting Kit,/images/dcs-box.png,1
ucg-ultra,Power Cable,/images/dcs-box.png,2
ucg-ultra,Quick Start,/images/dcs-box.png,3
udr-7,Device,/images/dcs-box.png,0
udr-7,Mounting Kit,/images/dcs-box.png,1
udr-7,Power Cable,/images/dcs-box.png,2
udr-7,Quick Start,/images/dcs-box.png,3
ux-7,Device,/images/dcs-box.png,0
ux-7,Mounting Kit,/images/dcs-box.png,1
ux-7,Power Cable,/images/dcs-box.png,2
ux-7,Quick Start,/images/dcs-box.png,3
udr-5g-max,Device,/images/dcs-box.png,0
udr-5g-max,Mounting Kit,/images/dcs-box.png,1
udr-5g-max,Power Cable,/images/dcs-box.png,2
udr-5g-max,Quick Start,/images/dcs-box.png,3
UDW,Device,/images/dcs-box.png,0
UDW,Mounting Kit,/images/dcs-box.png,1
UDW,Power Cable,/images/dcs-box.png,2
UDW,Quick Start,/images/dcs-box.png,3
UVC-G6-Pro-Entry,Device,/images/dcs-box.png,0
UVC-G6-Pro-Entry,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Pro-Entry,Power Cable,/images/dcs-box.png,2
UVC-G6-Pro-Entry,Quick Start,/images/dcs-box.png,3
UVC-G6-Entry,Device,/images/dcs-box.png,0
UVC-G6-Entry,Mounting Kit,/images/dcs-box.png,1
UVC-G6-Entry,Power Cable,/images/dcs-box.png,2
UVC-G6-Entry,Quick Start,/images/dcs-box.png,3
UA-G3-Pro-B/W,Device,/images/dcs-box.png,0
UA-G3-Pro-B/W,Mounting Kit,/images/dcs-box.png,1
UA-G3-Pro-B/W,Power Cable,/images/dcs-box.png,2
