id,product_id,name,image,price,description,product_link
1,UP-AI-Port,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-up-ai-port
2,UP-AI-Port,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-up-ai-port
3,UP-AI-Port,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UP-Viewport,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-up-viewport
2,UP-Viewport,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-up-viewport
3,UP-Viewport,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UCK-G2-SSD,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uck-g2-ssd
2,UCK-G2-SSD,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uck-g2-ssd
3,UCK-G2-SSD,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Pro-Turret,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-pro-turret
2,UVC-G6-Pro-Turret,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-pro-turret
3,UVC-G6-Pro-Turret,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Pro-Dome,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-pro-dome
2,UVC-G6-Pro-Dome,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-pro-dome
3,UVC-G6-Pro-Dome,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Turret,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-turret
2,UVC-G6-Turret,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-turret
3,UVC-G6-Turret,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Dome,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-dome
2,UVC-G6-Dome,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-dome
3,UVC-G6-Dome,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Pro-360-  ,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-pro-360-b/w
2,UVC-G6-Pro-360-  ,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-pro-360-b/w
3,UVC-G6-Pro-360-  ,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-180-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-180-b/w
2,UVC-G6-180-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-180-b/w
3,UVC-G6-180-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Turret-Ultra-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-turret-ultra-b/w
2,UVC-G5-Turret-Ultra-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-turret-ultra-b/w
3,UVC-G5-Turret-Ultra-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Turret-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-turret-b/w
2,UVC-AI-Turret-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-turret-b/w
3,UVC-AI-Turret-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Dome-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-dome-b/w
2,UVC-AI-Dome-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-dome-b/w
3,UVC-AI-Dome-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-360-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-360-b/w
2,UVC-AI-360-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-360-b/w
3,UVC-AI-360-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Dome,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-dome
2,UVC-G5-Dome,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-dome
3,UVC-G5-Dome,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Dome-Ultra-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-dome-ultra-b/w
2,UVC-G5-Dome-Ultra-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-dome-ultra-b/w
3,UVC-G5-Dome-Ultra-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-MS-4-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-ms-4-b/w
2,UVC-AI-MS-4-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-ms-4-b/w
3,UVC-AI-MS-4-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Pro-Bullet-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-pro-bullet-b/w
2,UVC-G6-Pro-Bullet-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-pro-bullet-b/w
3,UVC-G6-Pro-Bullet-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-Bullet-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-bullet-b/w
2,UVC-G6-Bullet-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-bullet-b/w
3,UVC-G6-Bullet-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-LPR-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-lpr-b/w
2,UVC-AI-LPR-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-lpr-b/w
3,UVC-AI-LPR-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-DSLR-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-dslr-b/w
2,UVC-AI-DSLR-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-dslr-b/w
3,UVC-AI-DSLR-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Pro-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-pro-b/w
2,UVC-AI-Pro-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-pro-b/w
3,UVC-AI-Pro-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Pro,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-pro
2,UVC-G5-Pro,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-pro
3,UVC-G5-Pro,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Bullet,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-bullet
2,UVC-G5-Bullet,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-bullet
3,UVC-G5-Bullet,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-INS-W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-ins-w
2,UVC-G6-INS-W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-ins-w
3,UVC-G6-INS-W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Theta-Pro-W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-theta-pro-w
2,UVC-AI-Theta-Pro-W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-theta-pro-w
3,UVC-AI-Theta-Pro-W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-Flex,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-flex
2,UVC-G5-Flex,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-flex
3,UVC-G5-Flex,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G4-INS,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g4-ins
2,UVC-G4-INS,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g4-ins
3,UVC-G4-INS,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Theta-Audio,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-theta-audio
2,UVC-AI-Theta-Audio,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-theta-audio
3,UVC-AI-Theta-Audio,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-Theta-ProLens50,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-theta-prolens50
2,UVC-AI-Theta-ProLens50,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-theta-prolens50
3,UVC-AI-Theta-ProLens50,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G6-PTZ-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g6-ptz-b/w
2,UVC-G6-PTZ-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g6-ptz-b/w
3,UVC-G6-PTZ-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-PTZ-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-ptz-b/w
2,UVC-AI-PTZ-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-ptz-b/w
3,UVC-AI-PTZ-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-AI-PTZ-Precision-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-ai-ptz-precision-b/w
2,UVC-AI-PTZ-Precision-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-ai-ptz-precision-b/w
3,UVC-AI-PTZ-Precision-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-G5-PTZ-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-g5-ptz-b/w
2,UVC-G5-PTZ-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-g5-ptz-b/w
3,UVC-G5-PTZ-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-4-Doorbell-Pro-PoE-Kit-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-4-doorbell-pro-poe-kit-b/w
2,UVC-4-Doorbell-Pro-PoE-Kit-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-4-doorbell-pro-poe-kit-b/w
3,UVC-4-Doorbell-Pro-PoE-Kit-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-4-Doorbell-Pro-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-4-doorbell-pro-b/w
2,UVC-4-Doorbell-Pro-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-4-doorbell-pro-b/w
3,UVC-4-Doorbell-Pro-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-Doorbell-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-doorbell-b/w
2,UVC-Doorbell-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-doorbell-b/w
3,UVC-Doorbell-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-Chime-PoE,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-chime-poe
2,UVC-Chime-PoE,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-chime-poe
3,UVC-Chime-PoE,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UVC-Chime,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uvc-chime
2,UVC-Chime,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uvc-chime
3,UVC-Chime,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Gateway,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-gateway
2,USL-Gateway,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-gateway
3,USL-Gateway,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Entry,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit
2,USL-Entry,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable
3,USL-Entry,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Motion,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-motion
2,USL-Motion,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-motion
3,USL-Motion,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Siren,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-siren
2,USL-Siren,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-siren
3,USL-Siren,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Siren-PoE,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-siren-poe
2,USL-Siren-PoE,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-siren-poe
3,USL-Siren-PoE,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-Environmental,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-environmental
2,USL-Environmental,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-environmental
3,USL-Environmental,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UP-Sense,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-up-sense
2,UP-Sense,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-up-sense
3,UP-Sense,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,USL-GlassBreak,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-usl-glassbreak
2,USL-GlassBreak,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-usl-glassbreak
3,USL-GlassBreak,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-USL-ANT-HG,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-usl-ant-hg
2,UACC-USL-ANT-HG,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-usl-ant-hg
3,UACC-USL-ANT-HG,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UP-AI-Horn-Speaker-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-up-ai-horn-speaker-b/w
2,UP-AI-Horn-Speaker-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-up-ai-horn-speaker-b/w
3,UP-AI-Horn-Speaker-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UP-FloodLight,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-up-floodlight
2,UP-FloodLight,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-up-floodlight
3,UP-FloodLight,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-Adapter-PoE-USBC,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-adapter-poe-usbc
2,UACC-Adapter-PoE-USBC,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-adapter-poe-usbc
3,UACC-Adapter-PoE-USBC,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-Camera-CJB-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-camera-cjb-b/w
2,UACC-Camera-CJB-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-camera-cjb-b/w
3,UACC-Camera-CJB-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-Camera-CJB-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-camera-cjb-b/w
2,UACC-Camera-CJB-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-camera-cjb-b/w
3,UACC-Camera-CJB-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-Camera-JB-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-camera-jb-b/w
2,UACC-Camera-JB-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-camera-jb-b/w
3,UACC-Camera-JB-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-AI-JB-B/W,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-ai-jb-b/w
2,UACC-AI-JB-B/W,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-ai-jb-b/w
3,UACC-AI-JB-B/W,SFP+ Module,/images/dcs-box.png,299,High-speed 10Gbps SFP+ module for fiber connectivity.,/products/sfp-module-10g
1,UACC-G4-Dome-Arm-Mount,Mounting Kit,/images/dcs-box.png,299,"Compact, stackable, and toolless design. Perfect for your rack-mount devices.",/products/mounting-kit-uacc-g4-dome-arm-mount
2,UACC-G4-Dome-Arm-Mount,Power Cable,/images/dcs-box.png,299,High-quality power cable with durable construction.,/products/power-cable-uacc-g4-dome-arm-mount
