product_id,image_url,sort_order,is_primary
UA-G3-Flex-B/W,/images/camera.jpg,0,1
UA-G3-Flex-B/W,/images/banners/dcs-overview-1.png,1,0
UA-G3-Flex-B/W,/images/banners/dcs-overview-2.png,2,0
UA-G3-B/W,/images/camera.jpg,0,1
UA-G3-B/W,/images/banners/dcs-overview-1.png,1,0
UA-G3-B/W,/images/banners/dcs-overview-2.png,2,0
UA-G2-B/W,/images/camera.jpg,0,1
UA-G2-B/W,/images/banners/dcs-overview-1.png,1,0
UA-G2-B/W,/images/banners/dcs-overview-2.png,2,0
UA-Retrofit-Reader-B/W,/images/camera.jpg,0,1
UA-Retrofit-Reader-B/W,/images/banners/dcs-overview-1.png,1,0
UA-Retrofit-Reader-B/W,/images/banners/dcs-overview-2.png,2,0
UA-G3-Intercom,/images/camera.jpg,0,1
UA-G3-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G3-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-G2-Intercom,/images/camera.jpg,0,1
UA-G2-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G2-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-Ultra,/images/camera.jpg,0,1
UA-Ultra,/images/banners/dcs-overview-1.png,1,0
UA-Ultra,/images/banners/dcs-overview-2.png,2,0
UA-G3-Intercom,/images/camera.jpg,0,1
UA-G3-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G3-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-G2-Intercom,/images/camera.jpg,0,1
UA-G2-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G2-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-G2-Intercom,/images/camera.jpg,0,1
UA-G2-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G2-Intercom,/images/banners/dcs-overview-2.png,2,0
UVC-G6-Pro-Entry,/images/camera.jpg,0,1
UVC-G6-Pro-Entry,/images/banners/dcs-overview-1.png,1,0
UVC-G6-Pro-Entry,/images/banners/dcs-overview-2.png,2,0
UVC-G6-Entry,/images/camera.jpg,0,1
UVC-G6-Entry,/images/banners/dcs-overview-1.png,1,0
UVC-G6-Entry,/images/banners/dcs-overview-2.png,2,0
EAH-8,/images/camera.jpg,0,1
EAH-8,/images/banners/dcs-overview-1.png,1,0
EAH-8,/images/banners/dcs-overview-2.png,2,0
UA-Retrofit-Hub-2,/images/camera.jpg,0,1
UA-Retrofit-Hub-2,/images/banners/dcs-overview-1.png,1,0
UA-Retrofit-Hub-2,/images/banners/dcs-overview-2.png,2,0
UA-Hub-Door,/images/camera.jpg,0,1
UA-Hub-Door,/images/banners/dcs-overview-1.png,1,0
UA-Hub-Door,/images/banners/dcs-overview-2.png,2,0
UA-Hub-Door-Mini,/images/camera.jpg,0,1
UA-Hub-Door-Mini,/images/banners/dcs-overview-1.png,1,0
UA-Hub-Door-Mini,/images/banners/dcs-overview-2.png,2,0
UA-Hub-Gate,/images/camera.jpg,0,1
UA-Hub-Gate,/images/banners/dcs-overview-1.png,1,0
UA-Hub-Gate,/images/banners/dcs-overview-2.png,2,0
UA-Ultra,/images/camera.jpg,0,1
UA-Ultra,/images/banners/dcs-overview-1.png,1,0
UA-Ultra,/images/banners/dcs-overview-2.png,2,0
UA-G3-SK-Pro,/images/camera.jpg,0,1
UA-G3-SK-Pro,/images/banners/dcs-overview-1.png,1,0
UA-G3-SK-Pro,/images/banners/dcs-overview-2.png,2,0
UA-G2-SK-Pro,/images/camera.jpg,0,1
UA-G2-SK-Pro,/images/banners/dcs-overview-1.png,1,0
UA-G2-SK-Pro,/images/banners/dcs-overview-2.png,2,0
UA-G3-SK,/images/camera.jpg,0,1
UA-G3-SK,/images/banners/dcs-overview-1.png,1,0
UA-G3-SK,/images/banners/dcs-overview-2.png,2,0
UA-G2-SK,/images/camera.jpg,0,1
UA-G2-SK,/images/banners/dcs-overview-1.png,1,0
UA-G2-SK,/images/banners/dcs-overview-2.png,2,0
UA-G3-SK-Gate,/images/camera.jpg,0,1
UA-G3-SK-Gate,/images/banners/dcs-overview-1.png,1,0
UA-G3-SK-Gate,/images/banners/dcs-overview-2.png,2,0
UA-G2-SK-Gate,/images/camera.jpg,0,1
UA-G2-SK-Gate,/images/banners/dcs-overview-1.png,1,0
UA-G2-SK-Gate,/images/banners/dcs-overview-2.png,2,0
UA-SK-Elevator,/images/camera.jpg,0,1
UA-SK-Elevator,/images/banners/dcs-overview-1.png,1,0
UA-SK-Elevator,/images/banners/dcs-overview-2.png,2,0
UA-G3-Intercom,/images/camera.jpg,0,1
UA-G3-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G3-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-G2-Intercom,/images/camera.jpg,0,1
UA-G2-Intercom,/images/banners/dcs-overview-1.png,1,0
UA-G2-Intercom,/images/banners/dcs-overview-2.png,2,0
UA-Intercom-Viewer,/images/camera.jpg,0,1
UA-Intercom-Viewer,/images/banners/dcs-overview-1.png,1,0
UA-Intercom-Viewer,/images/banners/dcs-overview-2.png,2,0
ENVR,/images/camera.jpg,0,1
ENVR,/images/banners/dcs-overview-1.png,1,0
ENVR,/images/banners/dcs-overview-2.png,2,0
UNVR-pro,/images/camera.jpg,0,1
UNVR-pro,/images/banners/dcs-overview-1.png,1,0
UNVR-pro,/images/banners/dcs-overview-2.png,2,0
UNVR,/images/camera.jpg,0,1
UNVR,/images/banners/dcs-overview-1.png,1,0
UNVR,/images/banners/dcs-overview-2.png,2,0
UNVR-Instant,/images/camera.jpg,0,1
UNVR-Instant,/images/banners/dcs-overview-1.png,1,0
UNVR-Instant,/images/banners/dcs-overview-2.png,2,0
UNVR-Instant-Kit,/images/camera.jpg,0,1
